iter	Passed	Remaining
1479	1124294	1154681
1480	1125182	1154053
1481	1125734	1153080
1482	1126535	1152362
1483	1127141	1151446
1484	1127912	1150698
1485	1128614	1149879
1486	1129104	1148846
1487	1129755	1147977
1488	1130375	1147077
1489	1131212	1146396
1490	1131893	1145557
1491	1132625	1144771
1492	1133286	1143913
1493	1133914	1143022
1494	1134494	1142083
1495	1135156	1141226
1496	1135895	1140448
1497	1136583	1139618
1498	1137068	1138586
1499	1137651	1137651
1500	1138247	1136730
1501	1139971	1136935
1502	1140757	1136203
1503	1141521	1135449
1504	1142294	1134704
1505	1142969	1133862
1506	1143787	1133161
1507	1144679	1132533
1508	1145249	1131588
1509	1146064	1130884
1510	1146667	1129972
1511	1147386	1129174
1512	1147997	1128270
1513	1148732	1127487
1514	1149269	1126512
1515	1150027	1125752
1516	1150652	1124863
1517	1151234	1123932
1518	1151851	1123036
1519	1152549	1122219
1520	1153081	1121240
1521	1153944	1120584
1522	1154644	1119769
1523	1155363	1118974
1524	1156025	1118122
1525	1156771	1117353
1526	1157496	1116563
1527	1158180	1115734
1528	1158846	1114888
1529	1159561	1114088
1530	1160419	1113426
1531	1161274	1112761
1532	1162019	1111990
1533	1162827	1111280
1534	1163515	1110456
1535	1164084	1109517
1536	1164693	1108618
1537	1165495	1107902
1538	1166146	1107043
1539	1166932	1106312
1540	1167713	1105577
1541	1168535	1104879
1542	1169012	1103856
1543	1169825	1103151
1544	1170528	1102342
1545	1171216	1101519
1546	1171982	1100769
1547	1172802	1100070
1548	1173324	1099092
1549	1173982	1098241
1550	1174642	1097393
1551	1175341	1096581
1552	1175968	1095702
1553	1176656	1094880
1554	1177701	1094391
1555	1178315	1093501
1556	1178986	1092663
1557	1179573	1091749
1558	1180115	1090792
1559	1180734	1089909
1560	1181536	1089193
1561	1182138	1088294
1562	1182823	1087471
1563	1183306	1086462
1564	1183944	1085597
1565	1184839	1084968
1566	1185460	1084087
1567	1186240	1083352
1568	1186829	1082443
1569	1187514	1081621
1570	1188281	1080874
1571	1188819	1079920
1572	1189482	1079078
1573	1190054	1078156
1574	1190921	1077500
1575	1191500	1076584
1576	1192254	1075826
1577	1192879	1074952
1578	1193473	1074050
1579	1194248	1073312
1580	1194880	1072445
1581	1195625	1071679
1582	1196199	1070760
1583	1196680	1069759
1584	1197273	1068859
1585	1198012	1068089
1586	1199012	1067551
1587	1199694	1066731
1588	1200145	1065704
1589	1200588	1064672
1590	1201003	1063616
1591	1201376	1062523
1592	1201776	1061455
1593	1202237	1060442
1594	1202822	1059539
1595	1203414	1058642
1596	1203815	1057578
1597	1204231	1056528
1598	1204617	1055452
1599	1204982	1054359
1600	1205592	1053481
1601	1205973	1052403
1602	1206446	1051406
1603	1206916	1050408
1604	1207305	1049340
1605	1207724	1048298
1606	1208162	1047274
1607	1208552	1046209
1608	1209111	1045291
1609	1209535	1044257
1610	1209962	1043226
1611	1210394	1042200
1612	1210862	1041206
1613	1211368	1040245
1614	1211959	1039358
1615	1212480	1038411
1616	1212976	1037443
1617	1213457	1036463
1618	1213855	1035413
1619	1214453	1034534
1620	1214946	1033566
1621	1215357	1032529
1622	1215796	1031516
1623	1216223	1030494
1624	1216639	1029464
1625	1217004	1028391
1626	1217545	1027467
1627	1217905	1026392
1628	1218391	1025423
1629	1218795	1024386
1630	1219293	1023429
1631	1219706	1022400
1632	1220212	1021451
1633	1220712	1020497
1634	1221225	1019555
1635	1221881	1018732
1636	1222415	1017808
1637	1223016	1016940
1638	1223433	1015920
1639	1223877	1014922
1640	1224290	1013900
1641	1224826	1012980
1642	1225225	1011948
1643	1225637	1010927
1644	1226102	1009950
1645	1226617	1009015
1646	1227049	1008013
1647	1227450	1006985
1648	1227920	1006016
1649	1228474	1005115
1650	1228888	1004101
1651	1229368	1003140
1652	1229812	1002151
1653	1230181	1001103
1654	1230529	1000037
1655	1230909	998999
1656	1231500	998131
1657	1231941	997144
1658	1232420	996188
1659	1232917	995246
1660	1233376	994274
1661	1233783	993262
1662	1234363	992389
1663	1234890	991474
1664	1235219	990401
1665	1235593	989365
1666	1236035	988383
1667	1236486	987409
1668	1236948	986446
1669	1237406	985479
1670	1237986	984610
1671	1238429	983633
1672	1238948	982716
1673	1239395	981743
1674	1239860	980785
1675	1240478	979948
1676	1240870	978933
1677	1241477	978088
1678	1241902	977101
1679	1242425	976191
1680	1242812	975175
1681	1243286	974228
1682	1243757	973279
1683	1244222	972325
1684	1244631	971329
1685	1245039	970333
1686	1245480	969363
1687	1245910	968385
1688	1246307	967382
1689	1246678	966359
1690	1247167	965430
1691	1247755	964577
1692	1248174	963593
1693	1248727	962714
1694	1249103	961699
1695	1249573	960757
1696	1249989	959774
1697	1250513	958874
1698	1250864	957842
1699	1251371	956931
1700	1251861	956007
1701	1252310	955052
1702	1252697	954050
1703	1253286	953203
1704	1253834	952326
1705	1254180	951295
1706	1254586	950310
1707	1255071	949386
1708	1255534	948446
1709	1256015	947520
1710	1256456	946564
1711	1257043	945719
1712	1257445	944735
1713	1258078	943925
1714	1258499	942957
1715	1258889	941966
1716	1259307	940997
1717	1259875	940140
1718	1260518	939339
1719	1261156	938535
1720	1261716	937672
1721	1262323	936846
1722	1262761	935894
1723	1263100	934870
1724	1263610	933972
1725	1264065	933035
1726	1264431	932033
1727	1264815	931044
1728	1265338	930159
1729	1265927	929322
1730	1266522	928490
1731	1267047	927607
1732	1267487	926662
1733	1267921	925714
1734	1268467	924848
1735	1268933	923923
1736	1269454	923040
1737	1269942	922132
1738	1270420	921219
1739	1271066	920427
1740	1271504	919485
1741	1271903	918516
1742	1272403	917619
1743	1272864	916695
1744	1273308	915760
1745	1273702	914789
1746	1274176	913877
1747	1274549	912892
1748	1275046	911997
1749	1275642	911173
1750	1276046	910212
1751	1276452	909253
1752	1277037	908423
1753	1277540	907534
1754	1278087	906677
1755	1278420	905668
1756	1278806	904699
1757	1279314	903815
1758	1279786	902907
1759	1280381	902086
1760	1280872	901193
1761	1281257	900225
1762	1281696	899295
1763	1282122	898357
1764	1282660	897498
1765	1283085	896561
1766	1283602	895688
1767	1284153	894840
1768	1284624	893935
1769	1285159	893077
1770	1285585	892142
1771	1286027	891219
1772	1286486	890309
1773	1286898	889367
1774	1287472	888537
1775	1287837	887563
1776	1288273	886639
1777	1288807	885783
1778	1289311	884907
1779	1289678	883937
1780	1290256	883112
1781	1290686	882186
1782	1291260	881359
1783	1291698	880439
1784	1292125	879514
1785	1292606	878625
1786	1293163	877788
1787	1293572	876850
1788	1293967	875905
1789	1294444	875015
1790	1294852	874079
1791	1295283	873160
1792	1295709	872237
1793	1296245	871388
1794	1296833	870576
1795	1297320	869696
1796	1297725	868760
1797	1298344	867970
1798	1298828	867089
1799	1299246	866164
1800	1299642	865225
1801	1300044	864291
1802	1300415	863337
1803	1300856	862430
1804	1301277	861510
1805	1301705	860595
1806	1302111	859667
1807	1302615	858803
1808	1303198	857993
1809	1303668	857108
1810	1304184	856253
1811	1304706	855403
1812	1305119	854482
1813	1305647	853637
1814	1306058	852716
1815	1306472	851797
1816	1306958	850925
1817	1307390	850019
1818	1307877	849149
1819	1308278	848224
1820	1308800	847378
1821	1309291	846512
1822	1309870	845703
1823	1310340	844824
1824	1310774	843923
1825	1311378	843131
1826	1311762	842199
1827	1312246	841331
1828	1312805	840511
1829	1313413	839723
1830	1313800	838794
1831	1314206	837878
1832	1314776	837067
1833	1315356	836262
1834	1315983	835487
1835	1316460	834618
1836	1316873	833709
1837	1317349	832839
1838	1317799	831955
1839	1318439	831190
1840	1318799	830249
1841	1319207	829338
1842	1319682	828471
1843	1320045	827533
1844	1320537	826677
1845	1320986	825795
1846	1321542	824979
1847	1321972	824086
1848	1322431	823212
1849	1322920	822355
1850	1323365	821473
1851	1323794	820581
1852	1324203	819676
1853	1324566	818744
1854	1325137	817941
1855	1325728	817151
1856	1326211	816294
1857	1326732	815462
1858	1327180	814584
1859	1327580	813678
1860	1328110	812852
1861	1328529	811958
1862	1328970	811078
1863	1329473	810237
1864	1329981	809398
1865	1330368	808487
1866	1330857	807638
1867	1331332	806782
1868	1331797	805919
1869	1332257	805053
1870	1332686	804170
1871	1333147	803307
1872	1333564	802417
1873	1334130	801617
1874	1334573	800743
1875	1335070	799903
1876	1335458	798998
1877	1335975	798170
1878	1336426	797303
1879	1336821	796404
1880	1337272	795538
1881	1337736	794680
1882	1338075	793749
1883	1338440	792833
1884	1339033	792054
1885	1339478	791187
1886	1339911	790313
1887	1340521	789544
1888	1340964	788677
1889	1341433	787825
1890	1341828	786931
1891	1342245	786050
1892	1342635	785154
1893	1343066	784282
1894	1343536	783434
1895	1344099	782640
1896	1344601	781810
1897	1344990	780916
1898	1345454	780065
1899	1345879	779193
1900	1346289	778312
1901	1346793	777486
1902	1347325	776677
1903	1347722	775789
1904	1348249	774978
1905	1348783	774170
1906	1349321	773365
1907	1349851	772556
1908	1350437	771779
1909	1350983	770980
1910	1351532	770182
1911	1351950	769310
1912	1352597	768569
1913	1353032	767707
1914	1353503	766867
1915	1354014	766050
1916	1354469	765201
1917	1355097	764450
1918	1355535	763592
1919	1356154	762837
1920	1356671	762024
1921	1357305	761277
1922	1357804	760455
1923	1358372	759671
1924	1358803	758812
1925	1359305	757992
1926	1359655	757088
1927	1360149	756265
1928	1360601	755419
1929	1361087	754592
1930	1361498	753724
1931	1361942	752875
1932	1362498	752087
1933	1362997	751269
1934	1363513	750460
1935	1363909	749586
1936	1364388	748758
1937	1364849	747920
1938	1365326	747092
1939	1365735	746226
1940	1366227	745407
1941	1366650	744550
1942	1367088	743701
1943	1367528	742854
1944	1368095	742077
1945	1368597	741265
1946	1369070	740436
1947	1369514	739594
1948	1369919	738730
1949	1370352	737882
1950	1370825	737055
1951	1371205	736180
1952	1371694	735363
1953	1372088	734495
1954	1372463	733618
1955	1372890	732769
1956	1373453	731993
1957	1373840	731124
1958	1374298	730293
1959	1374698	729431
1960	1375121	728582
1961	1376206	728084
1962	1376685	727265
1963	1377227	726480
1964	1377653	725634
1965	1378282	724895
1966	1378747	724070
1967	1379163	723219
1968	1379831	722501
1969	1380359	721710
1970	1380826	720888
1971	1381250	720043
1972	1381843	719287
1973	1382325	718473
1974	1382732	717620
1975	1383107	716752
1976	1383599	715944
1977	1384199	715192
1978	1384586	714331
1979	1384996	713482
1980	1385461	712662
1981	1385823	711790
1982	1386210	710930
1983	1386767	710159
1984	1387135	709290
1985	1387664	708505
1986	1388188	707717
1987	1388689	706918
1988	1389145	706096
1989	1389653	705301
1990	1390127	704489
1991	1390529	703641
1992	1391014	702835
1993	1391451	702006
1994	1391884	701174
1995	1392285	700327
1996	1392715	699495
1997	1393209	698696
1998	1393691	697891
1999	1394072	697036
2000	1394492	696200
2001	1395275	695546
2002	1395873	694800
2003	1396285	693962
2004	1396779	693164
2005	1397240	692351
2006	1397694	691534
2007	1398217	690753
2008	1398810	690005
2009	1399295	689205
2010	1399761	688396
2011	1400241	687593
2012	1400710	686786
2013	1401175	685977
2014	1401656	685176
2015	1402055	684336
2016	1402597	683566
2017	1402984	682720
2018	1403473	681925
2019	1403880	681090
2020	1404274	680249
2021	1404699	679424
2022	1405156	678615
2023	1405762	677877
2024	1406223	677070
2025	1406679	676261
2026	1407148	675459
2027	1407552	674625
2028	1408006	673816
2029	1408439	672998
2030	1408952	672218
2031	1409387	671401
2032	1409766	670557
2033	1410325	669800
2034	1410854	669029
2035	1411374	668253
2036	1411870	667467
2037	1412346	666672
2038	1412870	665899
2039	1413276	665071
2040	1413690	664247
2041	1414120	663431
2042	1414541	662611
2043	1414894	661761
2044	1415334	660951
2045	1415821	660163
2046	1416270	659357
2047	1416719	658553
2048	1417228	657776
2049	1417674	656971
2050	1418219	656211
2051	1418645	655397
2052	1419154	654622
2053	1419700	653864
2054	1420193	653081
2055	1420736	652322
2056	1421231	651541
2057	1421737	650765
2058	1422241	649989
2059	1422891	649280
2060	1423297	648460
2061	1423774	647672
2062	1424306	646909
2063	1424759	646111
2064	1425212	645314
2065	1425596	644485
2066	1426017	643674
2067	1426509	642895
2068	1426978	642105
2069	1427434	641311
2070	1427968	640551
2071	1428597	639835
2072	1429076	639051
2073	1429527	638255
2074	1430106	637517
2075	1430736	636801
2076	1431076	635957
2077	1431586	635188
2078	1432069	634408
2079	1432527	633618
2080	1432942	632808
2081	1433329	631986
2082	1433768	631188
2083	1434252	630410
2084	1434671	629604
2085	1435183	628838
2086	1435636	628048
2087	1436106	627265
2088	1436569	626479
2089	1436959	625661
2090	1437476	624900
2091	1438025	624152
2092	1438498	623372
2093	1438858	622543
2094	1439402	621794
2095	1439858	621007
2096	1440276	620204
2097	1440828	619459
2098	1441337	618697
2099	1441765	617899
2100	1442132	617076
2101	1442600	616296
2102	1443114	615536
2103	1443553	614745
2104	1444012	613962
2105	1444476	613182
2106	1445044	612446
2107	1445563	611690
2108	1445996	610897
2109	1446531	610148
2110	1447080	609405
2111	1447614	608656
2112	1448096	607885
2113	1448740	607182
2114	1449158	606385
2115	1449646	605618
2116	1450182	604870
2117	1450708	604119
2118	1451123	603322
2119	1451509	602513
2120	1451933	601720
2121	1452377	600936
2122	1452890	600181
2123	1453405	599427
2124	1453769	598610
2125	1454362	597889
2126	1454818	597111
2127	1455364	596370
2128	1455904	595628
2129	1456438	594883
2130	1456818	594075
2131	1457270	593297
2132	1457711	592515
2133	1458146	591731
2134	1458693	590992
2135	1459184	590231
2136	1459729	589492
2137	1460138	588699
2138	1460630	587939
2139	1461064	587156
2140	1461633	586428
2141	1462054	585641
2142	1462597	584902
2143	1463049	584127
2144	1463465	583339
2145	1463929	582570
2146	1464441	581820
2147	1464974	581079
2148	1465369	580283
2149	1465870	579530
2150	1466447	578807
2151	1466812	578000
2152	1467449	577301
2153	1467857	576512
2154	1468462	575800
2155	1468928	575035
2156	1469361	574256
2157	1469791	573477
2158	1470195	572688
2159	1470640	571915
2160	1471046	571128
2161	1471457	570343
2162	1471920	569578
2163	1472547	568876
2164	1473176	568176
2165	1473730	567447
2166	1474258	566708
2167	1474728	565947
2168	1475137	565163
2169	1475523	564370
2170	1475980	563605
2171	1476437	562840
2172	1476835	562053
2173	1477243	561270
2174	1477702	560507
2175	1478342	559813
2176	1478869	559076
2177	1479307	558306
2178	1479741	557534
2179	1480199	556772
2180	1480713	556031
2181	1481091	555239
2182	1481630	554508
2183	1482238	553803
2184	1482669	553032
2185	1483119	552268
2186	1483522	551487
2187	1483999	550734
2188	1484598	550027
2189	1485081	549276
2190	1485561	548525
2191	1485930	547733
2192	1486385	546973
2193	1486910	546239
2194	1487405	545495
2195	1487973	544777
2196	1488461	544030
2197	1488852	543248
2198	1489381	542517
2199	1489819	541752
2200	1490258	540989
2201	1490801	540263
2202	1491248	539502
2203	1491745	538761
2204	1492303	538041
2205	1492874	537326
2206	1493254	536543
2207	1493671	535773
2208	1494133	535020
2209	1494601	534269
2210	1495071	533519
2211	1495591	532787
2212	1496114	532056
2213	1496668	531337
2214	1497194	530608
2215	1497577	529828
2216	1498036	529076
2217	1498586	528356
2218	1499104	527625
2219	1499604	526887
2220	1500003	526115
2221	1500629	525423
2222	1501143	524691
2223	1501497	523903
2224	1501959	523154
2225	1502377	522390
2226	1502805	521629
2227	1503235	520869
2228	1503599	520087
2229	1504058	519338
2230	1504550	518601
2231	1505076	517875
2232	1505492	517112
2233	1505982	516375
2234	1506419	515620
2235	1506821	514853
2236	1507435	514158
2237	1507969	513437
2238	1508370	512670
2239	1508825	511922
2240	1509252	511165
2241	1509931	510494
2242	1510367	509740
2243	1510765	508974
2244	1511209	508224
2245	1511752	507507
2246	1512192	506755
2247	1512625	506002
2248	1513063	505251
2249	1513418	504472
2250	1513924	503744
2251	1514328	502983
2252	1514759	502230
2253	1515250	501498
2254	1515745	500767
2255	1516205	500025
2256	1516664	499283
2257	1517111	498537
2258	1517611	497808
2259	1518154	497094
2260	1518711	496385
2261	1519082	495615
2262	1519553	494878
2263	1519884	494096
2264	1520343	493356
2265	1520793	492613
2266	1521246	491872
2267	1521750	491147
2268	1522320	490443
2269	1522897	489742
2270	1523464	489038
2271	1523830	488269
2272	1524228	487511
2273	1524667	486767
2274	1525075	486013
2275	1525558	485283
2276	1526020	484546
2277	1526411	483788
2278	1526894	483058
2279	1527351	482321
2280	1527778	481575
2281	1528236	480838
2282	1528894	480165
2283	1529299	479412
2284	1529727	478667
2285	1530212	477940
2286	1530545	477166
2287	1531017	476435
2288	1531656	475757
2289	1532106	475019
2290	1532605	474298
2291	1533091	473572
2292	1533530	472833
2293	1534077	472126
2294	1534598	471412
2295	1534988	470658
2296	1535514	469946
2297	1536043	469235
2298	1536487	468498
2299	1537084	467808
2300	1537559	467081
2301	1538028	466352
2302	1538467	465615
2303	1538897	464875
2304	1539287	464123
2305	1539847	463423
2306	1540218	462666
2307	1540664	461932
2308	1541138	461206
2309	1541626	460485
2310	1542163	459779
2311	1542610	459046
2312	1543070	458317
2313	1543575	457602
2314	1544145	456906
2315	1544548	456162
2316	1545016	455436
2317	1545568	454735
2318	1545975	453992
2319	1546343	453238
2320	1546825	452518
2321	1547319	451801
2322	1547890	451107
2323	1548527	450432
2324	1548970	449700
2325	1549414	448970
2326	1549893	448250
2327	1550351	447524
2328	1550859	446812
2329	1551417	446115
2330	1551929	445405
2331	1552380	444678
2332	1552766	443932
2333	1553291	443227
2334	1553723	442495
2335	1554255	441791
2336	1554677	441057
2337	1555094	440321
2338	1555618	439616
2339	1556215	438932
2340	1556688	438213
2341	1557287	437530
2342	1557901	436850
2343	1558303	436112
2344	1558665	435362
2345	1559154	434649
2346	1559541	433907
2347	1559982	433180
2348	1560425	432455
2349	1560928	431746
2350	1561393	431026
2351	1561869	430310
2352	1562271	429574
2353	1562870	428893
2354	1563465	428210
2355	1563932	427492
2356	1564402	426775
2357	1564964	426084
2358	1565392	425356
2359	1565934	424660
2360	1566353	423930
2361	1566787	423205
2362	1567243	422485
2363	1567629	421748
2364	1568171	421052
2365	1568659	420342
2366	1569196	419645
2367	1569748	418953
2368	1570360	418276
2369	1570837	417564
2370	1571408	416877
2371	1571829	416150
2372	1572237	415420
2373	1572771	414724
2374	1573208	414002
2375	1573637	413278
2376	1574102	412564
2377	1574651	411872
2378	1575186	411177
2379	1575682	410471
2380	1576098	409745
2381	1576584	409038
2382	1577059	408328
2383	1577464	407599
2384	1577950	406892
2385	1578394	406175
2386	1578763	405438
2387	1579250	404732
2388	1579784	404038
2389	1580314	403343
2390	1580802	402638
2391	1581403	401962
2392	1581977	401278
2393	1582441	400567
2394	1582871	399848
2395	1583460	399169
2396	1584040	398488
2397	1584643	397813
2398	1585121	397106
2399	1585643	396410
2400	1586043	395685
2401	1586441	394959
2402	1586938	394258
2403	1587356	393537
2404	1587862	392839
2405	1588340	392134
2406	1588837	391433
2407	1589283	390720
2408	1589657	389990
2409	1590120	389282
2410	1590559	388568
2411	1590993	387854
2412	1591395	387131
2413	1591791	386408
2414	1592342	385722
2415	1592764	385006
2416	1593221	384297
2417	1593633	383579
2418	1594077	382868
2419	1594485	382149
2420	1595041	381465
2421	1595445	380746
2422	1595909	380041
2423	1596415	379346
2424	1596864	378637
2425	1598602	378234
2426	1599360	377599
2427	1600406	377031
2428	1601266	376419
2429	1601957	375767
2430	1602400	375057
2431	1602904	374362
2432	1603557	373702
2433	1604320	373067
2434	1604934	372397
2435	1605778	371781
2436	1606395	371112
2437	1607252	370498
2438	1607986	369856
2439	1608609	369189
2440	1609152	368503
2441	1609768	367834
2442	1610534	367199
2443	1611341	366573
2444	1612055	365926
2445	1612570	365234
2446	1613614	364662
2447	1614157	363976
2448	1614587	363265
2449	1614995	362549
2450	1615403	361834
2451	1615809	361119
2452	1616268	360415
2453	1616709	359708
2454	1617146	358999
2455	1617640	358304
2456	1618106	357603
2457	1621736	357600
2458	1622351	356930
2459	1622922	356251
2460	1623380	355547
2461	1623843	354844
2462	1625093	354313
2463	1625581	353616
2464	1626046	352914
2465	1626626	352237
2466	1627152	351549
2467	1627519	350826
2468	1628104	350151
2469	1628494	349434
2470	1629057	348754
2471	1629463	348040
2472	1629939	347342
2473	1630441	346650
2474	1630916	345952
2475	1631368	345249
2476	1631892	344561
2477	1632390	343869
2478	1632887	343176
2479	1633424	342492
2480	1633978	341811
2481	1634479	341120
2482	1634897	340411
2483	1636299	339907
2484	1640631	340010
2485	1641142	339319
2486	1641645	338626
2487	1642158	337936
2488	1642686	337248
2489	1643081	336534
2490	1643534	335832
2491	1644025	335138
2492	1644476	334436
2493	1644891	333727
2494	1645461	333049
2495	1645990	332363
2496	1646399	331653
2497	1646830	330948
2498	1648454	330482
2499	1648848	329769
2500	1649332	329075
2501	1649846	328386
2502	1650244	327675
2503	1650693	326974
2504	1651271	326299
2505	1651638	325582
2506	1652023	324869
2507	1652507	324176
2508	1653013	323487
2509	1653562	322807
2510	1654151	322134
2511	1654655	321445
2512	1655131	320751
2513	1655517	320040
2514	1656071	319361
2515	1656478	318654
2516	1657038	317977
2517	1657504	317282
2518	1657962	316586
2519	1658362	315878
2520	1658717	315162
2521	1659129	314458
2522	1659649	313774
2523	1660099	313077
2524	1660486	312368
2525	1660949	311674
2526	1661469	310991
2527	1661887	310289
2528	1662490	309621
2529	1663099	308955
2530	1663460	308242
2531	1664096	307581
2532	1664582	306892
2533	1665033	306197
2534	1665690	305540
2535	1666070	304833
2536	1667262	304273
2537	1667763	303588
2538	1668289	302907
2539	1668731	302211
2540	1669375	301551
2541	1669740	300842
2542	1670229	300155
2543	1670851	299492
2544	1671343	298806
2545	1671809	298115
2546	1672312	297431
2547	1672827	296749
2548	1673415	296080
2549	1673908	295395
2550	1674472	294722
2551	1675074	294056
2552	1675663	293388
2553	1676182	292708
2554	1676543	292000
2555	1677018	291313
2556	1677366	290603
2557	1677829	289914
2558	1678328	289231
2559	1678828	288548
2560	1679462	287889
2561	1679875	287191
2562	1680398	286513
2563	1680818	285817
2564	1681423	285153
2565	1681874	284463
2566	1683225	283925
2567	1683971	283284
2568	1684397	282590
2569	1684831	281897
2570	1685248	281202
2571	1685877	280542
2572	1686341	279855
2573	1687679	279312
2574	1688057	278611
2575	1688581	277934
2576	1689023	277243
2577	1690680	276752
2578	1691066	276052
2579	1691528	275365
2580	1691989	274677
2581	1692411	273984
2582	1692917	273304
2583	1693330	272610
2584	1693773	271921
2585	1694223	271233
2586	1694703	270549
2587	1695097	269853
2588	1695504	269158
2589	1695952	268471
2590	1696427	267788
2591	1696981	267117
2592	1697439	266431
2593	1698050	265770
2594	1698484	265081
2595	1699049	264412
2596	1699496	263726
2597	1699936	263038
2598	1700494	262369
2599	1700923	261680
2600	1702491	261166
2601	1702907	260475
2602	1703388	259794
2603	1703853	259111
2604	1704305	258426
2605	1704669	257728
2606	1705092	257039
2607	1705540	256354
2608	1706115	255688
2609	1706518	254997
2610	1706938	254308
2611	1707361	253620
2612	1707718	252922
2613	1708142	252235
2614	1708681	251565
2615	1709186	250889
2616	1709697	250215
2617	1710203	249540
2618	1710735	248869
2619	1711178	248186
2620	1711631	247504
2621	1712104	246825
2622	1712493	246134
2623	1713018	245462
2624	1713521	244788
2625	1713894	244096
2626	1714339	243414
2627	1716009	242905
2628	1716530	242233
2629	1716943	241547
2630	1717401	240866
2631	1717902	240193
2632	1718346	239511
2633	1718901	238845
2634	1719360	238165
2635	1719868	237493
2636	1720248	236803
2637	1720724	236126
2638	1721126	235440
2639	1721612	234765
2640	1722099	234090
2641	1722533	233409
2642	1723013	232733
2643	1723576	232069
2644	1723979	231384
2645	1724383	230699
2646	1724958	230037
2647	1725355	229352
2648	1726877	228816
2649	1727356	228141
2650	1727744	227454
2651	1728639	226835
2652	1729117	226160
2653	1729601	225486
2654	1730078	224812
2655	1730473	224127
2656	1731571	223533
2657	1732473	222914
2658	1733114	222261
2659	1733916	221628
2660	1734578	220977
2661	1735074	220306
2662	1735503	219626
2663	1737849	219188
2664	1739273	218632
2665	1740116	218004
2666	1740599	217330
2667	1741109	216659
2668	1741644	215992
2669	1742169	215324
2670	1742598	214644
2671	1743617	214036
2672	1744373	213396
2673	1744759	212711
2674	1745327	212049
2675	1745933	211391
2676	1746443	210721
2677	1746827	210036
2678	1747291	209361
2679	1747811	208693
2680	1748286	208020
2681	1748719	207342
2682	1749245	206675
2683	1749735	206004
2684	1750156	205325
2685	1750553	204643
2686	1751060	203975
2687	1751486	203297
2688	1751875	202615
2689	1752232	201930
2690	1752747	201263
2691	1753152	200583
2692	1753595	199908
2693	1754044	199234
2694	1754454	198556
2695	1754885	197880
2696	1755407	197214
2697	1755823	196537
2698	1756254	195862
2699	1756625	195180
2700	1757125	194513
2701	1757601	193843
2702	1758198	193187
2703	1758586	192507
2704	1759111	191843
2705	1759537	191169
2706	1760017	190500
2707	1760486	189830
2708	1761034	189169
2709	1761539	188504
2710	1762053	187839
2711	1762517	187169
2712	1763078	186510
2713	1763528	185839
2714	1763998	185171
2715	1764431	184498
2716	1764961	183836
2717	1765423	183167
2718	1765902	182500
2719	1766488	181844
2720	1766880	181168
2721	1767287	180494
2722	1767692	179820
2723	1768064	179143
2724	1768538	178476
2725	1768982	177806
2726	1769531	177147
2727	1769997	176480
2728	1770457	175813
2729	1770894	175143
2730	1771379	174478
2731	1771821	173809
2732	1772212	173136
2733	1772753	172477
2734	1773130	171802
2735	1773608	171137
2736	1774055	170470
2737	1774467	169799
2738	1774920	169132
2739	1775792	168505
2740	1777084	167918
2741	1795340	168927
2742	1796382	168308
2743	1797181	167667
2744	1798102	167036
2745	1798777	166383
2746	1799777	165760
2747	1800775	165136
2748	1801510	164488
2749	1802278	163843
2750	1803107	163203
2751	1803830	162554
2752	1804909	161936
2753	1805838	161305
2754	1806498	160650
2755	1807429	160019
2756	1808105	159365
2757	1808918	158723
2758	1810046	158108
2759	1810812	157461
2760	1811584	156815
2761	1812179	156154
2762	1812868	155501
2763	1813593	154850
2764	1814577	154222
2765	1815415	153581
2766	1816405	152953
2767	1816971	152289
2768	1817645	151634
2769	1818275	150975
2770	1818971	150322
2771	1819946	149692
2772	1820604	149036
2773	1821511	148399
2774	1822308	147754
2775	1823106	147109
2776	1823974	146469
2777	1824658	145815
2778	1825570	145178
2779	1826361	144532
2780	1827237	143892
2781	1827997	143243
2782	1828712	142590
2783	1829366	141933
2784	1830283	141296
2785	1830997	140643
2786	1831733	139992
2787	1832769	139364
2788	1833464	138709
2789	1834432	138075
2790	1835331	137436
2791	1836032	136781
2792	1836859	136136
2793	1837545	135481
2794	1838142	134819
2795	1838864	134166
2796	1839869	133533
2797	1840543	132876
2798	1841302	132226
2799	1842038	131574
2800	1842879	130929
2801	1843579	130274
2802	1844248	129617
2803	1845252	128983
2804	1845974	128329
2805	1846770	127681
2806	1847741	127044
2807	1848584	126398
2808	1849350	125747
2809	1850069	125093
2810	1851017	124454
2811	1851776	123802
2812	1852385	123141
2813	1853051	122483
2814	1853702	121824
2815	1854444	121171
2816	1855314	120526
2817	1856214	119883
2818	1857048	119235
2819	1857984	118594
2820	1858684	117938
2821	1859421	117284
2822	1860119	116628
2823	1864934	116228
2824	1865658	115571
2825	1866098	114897
2826	1866534	114223
2827	1868778	113659
2828	1869317	112991
2829	1869823	112321
2830	1870255	111647
2831	1870698	110973
2832	1871175	110302
2833	1871713	109634
2834	1872177	108962
2835	1872600	108288
2836	1873165	107622
2837	1873690	106954
2838	1874184	106285
2839	1874697	105616
2840	1875277	104952
2841	1876157	104304
2842	1878567	103740
2843	1879061	103070
2844	1879448	102395
2845	1879904	101723
2846	1880265	101046
2847	1880667	100372
2848	1881090	99699
2849	1881564	99029
2850	1882735	98396
2851	1883671	97750
2852	1884370	97091
2853	1885029	96431
2854	1885407	95756
2855	1886009	95092
2856	1886458	94421
2857	1886908	93751
2858	1887699	93097
2859	1888170	92427
