iter	Passed	Remaining
442	279370	1612528
443	279843	1610991
444	280537	1610727
445	281238	1610500
446	281917	1610147
447	282497	1609228
448	283214	1609085
449	283881	1608661
450	284570	1608360
451	285200	1607722
452	285685	1606268
453	286343	1605795
454	286941	1604981
455	287427	1603544
456	287964	1602393
457	288462	1601031
458	289111	1600506
459	289752	1599937
460	290271	1598696
461	290866	1597878
462	291504	1597291
463	292210	1597078
464	292743	1595923
465	293243	1594592
466	293725	1593164
467	294310	1592297
468	294972	1591843
469	295549	1590937
470	296121	1590004
471	296805	1589669
472	297458	1589167
473	298122	1588728
474	298580	1587189
475	299191	1586467
476	299691	1585161
477	300274	1584295
478	300737	1582794
479	301394	1582319
480	301936	1581244
481	302744	1581558
482	303329	1580705
483	304028	1580447
484	304826	1580698
485	305557	1580597
486	306262	1580365
487	306893	1579746
488	307452	1578759
489	308042	1577933
490	308696	1577430
491	309359	1576977
492	310048	1576655
493	310725	1576269
494	311370	1575724
495	312006	1575130
496	312638	1574515
497	313124	1573168
498	313682	1572183
499	314253	1571267
500	314884	1570649
501	315550	1570210
502	316255	1569960
503	316815	1568992
504	317317	1567739
505	318055	1567648
506	318793	1567556
507	319486	1567243
508	320201	1567039
509	320900	1566751
510	321458	1565774
511	322112	1565265
512	322731	1564585
513	323385	1564079
514	324060	1563670
515	324589	1562557
516	325405	1562828
517	326167	1562833
518	326706	1561771
519	327349	1561203
520	327902	1560213
521	328486	1559366
522	329209	1559183
523	329903	1558855
524	330502	1558082
525	331063	1557131
526	331682	1556452
527	332186	1555238
528	332764	1554370
529	333376	1553660
530	333835	1552242
531	334480	1551688
532	334943	1550293
533	335622	1549898
534	336179	1548939
535	336880	1548644
536	337644	1548635
537	338143	1547414
538	338642	1546192
539	339298	1545693
540	339877	1544840
541	340581	1544554
542	341863	1546887
543	342532	1546432
544	343211	1546026
545	343777	1545108
546	344425	1544563
547	345023	1543789
548	345555	1542725
549	346235	1542321
550	346873	1541731
551	347410	1540688
552	348103	1540343
553	348889	1540403
554	349418	1539331
555	350099	1538926
556	350574	1537617
557	351126	1536648
558	351769	1536079
559	352442	1535640
560	353069	1535003
561	353692	1534345
562	354275	1533515
563	354701	1532010
564	355410	1531726
565	356004	1530945
566	356552	1529970
567	357072	1528874
568	357724	1528342
569	358354	1527721
570	358995	1527143
571	359516	1526058
572	360149	1525447
573	360653	1524295
574	361324	1523845
575	361996	1523403
576	362851	1523724
577	363435	1522908
578	364102	1522440
579	364938	1522674
580	365517	1521836
581	366371	1522139
582	367033	1521645
583	367656	1520990
584	368493	1521217
585	369213	1520958
586	369803	1520163
587	370568	1520088
588	371308	1519905
589	371932	1519248
590	372483	1518295
591	373092	1517579
592	374179	1518803
593	375363	1520412
594	376324	1521111
595	376912	1520298
596	377623	1519980
597	379180	1523064
598	380299	1524372
599	381100	1524402
600	382009	1524858
601	382934	1525375
602	383827	1525762
603	387051	1535390
604	389822	1543181
605	390594	1543040
606	391690	1544176
607	392197	1542988
608	392718	1541853
609	393253	1540781
610	393754	1539572
611	394248	1538341
612	394841	1537499
613	395344	1536305
614	395945	1535495
615	396382	1534052
616	397021	1533390
617	397495	1532095
618	398049	1531108
619	398575	1530014
620	399105	1528939
621	399600	1527734
622	400123	1526633
623	400607	1525389
624	401183	1524497
625	401674	1523282
626	402219	1522276
627	402792	1521375
628	403188	1519809
629	403805	1519077
630	404343	1518048
631	404765	1516591
632	405218	1515248
633	405769	1514276
634	406288	1513185
635	409358	1521579
636	409866	1520431
637	410347	1519186
638	410763	1517703
639	411320	1516742
640	411860	1515724
641	412501	1515076
642	414046	1517742
643	414888	1517821
644	416807	1521832
645	419234	1527674
646	419753	1526553
647	420339	1525676
648	421203	1525809
649	422932	1529065
650	423922	1529636
651	424659	1529293
652	425460	1529182
653	426317	1529267
654	426995	1528709
655	427797	1528593
656	428558	1528330
657	429357	1528199
658	430176	1528137
659	430893	1527713
660	431548	1527069
661	432360	1526977
662	433042	1526425
663	433743	1525940
664	434296	1524937
665	434940	1524249
666	435869	1524562
667	436689	1524489
668	437405	1524054
669	438201	1523894
670	439058	1523944
671	439805	1523612
672	440472	1523001
673	441233	1522715
674	442139	1522923
675	442871	1522533
676	444279	1524464
677	444959	1523887
678	445430	1522599
679	446109	1522022
680	446743	1521290
681	447371	1520539
682	447942	1519595
683	448555	1518792
684	450683	1523113
685	452231	1525457
686	452766	1524378
687	454342	1526800
688	455048	1526296
689	455886	1526229
690	456649	1525909
691	457735	1526668
692	458611	1526718
693	459438	1526608
694	460073	1525854
695	461066	1526289
696	461914	1526240
697	462913	1526687
698	463878	1527017
699	464315	1525608
700	464792	1524333
701	465200	1522834
702	465741	1521777
703	466293	1520754
704	467715	1522564
705	469151	1524410
706	470106	1524686
707	470903	1524450
708	474732	1534010
709	475203	1532699
710	475698	1531469
711	476312	1530622
712	476758	1529236
713	477309	1528191
714	477809	1526985
715	478254	1525606
716	478867	1524761
717	479373	1523579
718	479829	1522242
719	480397	1521258
720	485401	1534299
721	486536	1535083
722	487633	1535742
723	488699	1536297
724	489498	1536013
725	490497	1536351
726	491500	1536701
727	492461	1536913
728	493337	1536857
729	494522	1537761
730	495562	1538209
731	496697	1538947
732	497869	1539795
733	499996	1543586
734	504749	1555451
735	506167	1557014
736	506588	1555508
737	507096	1554272
738	507614	1553066
739	508152	1551925
740	508604	1550523
741	509167	1549460
742	509624	1548078
743	510095	1546740
744	510511	1545239
745	510920	1543719
746	511373	1542334
747	511797	1540865
748	512404	1539951
749	512872	1538618
750	513339	1537284
751	513810	1535964
752	514419	1535059
753	514923	1533843
754	515459	1532723
755	515922	1531388
756	516402	1530106
757	516850	1528730
758	517397	1527652
759	517979	1526675
760	518433	1525325
761	518999	1524306
762	519558	1523267
763	520123	1522247
764	520613	1521009
765	521044	1519599
766	521572	1518476
767	522027	1517142
768	522439	1515686
769	522832	1514178
770	523265	1512787
771	523825	1511764
772	524424	1510858
773	524839	1509421
774	525385	1508365
775	525853	1507084
776	526454	1506189
777	527021	1505195
778	527537	1504058
779	528020	1502826
780	528481	1501537
781	529058	1500578
782	529550	1499377
783	530189	1498596
784	530647	1497304
785	531224	1496348
786	531926	1495747
787	532668	1495256
788	533531	1495106
789	534368	1494879
790	535197	1494629
791	535699	1493464
792	536474	1493062
793	537332	1492891
794	538202	1492751
795	538889	1492099
796	539666	1491701
797	540398	1491175
798	541101	1490569
799	541933	1490317
800	542746	1490012
801	543550	1489679
802	544497	1489739
803	545254	1489278
804	546413	1489908
805	547196	1489513
806	547813	1488667
807	548512	1488044
808	549248	1487519
809	549910	1486794
810	550760	1486577
811	551337	1485624
812	552310	1485735
813	553166	1485530
814	553748	1484590
815	554635	1484465
816	555255	1483626
817	556107	1483407
818	556997	1483286
819	558023	1483526
820	558730	1482916
821	559497	1482463
822	560596	1482889
823	561323	1482331
824	561725	1480911
825	562337	1480051
826	562783	1478753
827	563339	1477745
828	563803	1476499
829	564267	1475253
830	564838	1474289
831	565413	1473336
832	566023	1472475
833	566469	1471191
834	566944	1469982
835	567472	1468912
836	567971	1467768
837	568399	1466444
838	568936	1465401
839	569379	1464119
840	569970	1463216
841	570585	1462379
842	571175	1461477
843	571695	1460397
844	572253	1459415
845	572794	1458391
846	573264	1457187
847	573829	1456227
848	574349	1455154
849	574805	1453919
850	575377	1452979
851	575866	1451831
852	576353	1450681
853	576791	1449408
854	577309	1448337
855	577730	1447026
856	578213	1445871
857	578759	1444875
858	579234	1443703
859	579688	1442481
860	580171	1441332
861	580699	1440295
862	581223	1439251
863	581628	1437914
864	582239	1437087
865	582793	1436122
866	583264	1434951
867	583696	1433686
868	584170	1432528
869	584607	1431280
870	585111	1430198
871	585554	1428969
872	586118	1428035
873	586608	1426921
874	587105	1425827
875	587537	1424576
876	588032	1423481
877	588477	1422265
878	588964	1421153
879	589537	1420249
880	590063	1419232
881	590498	1417998
882	591070	1417097
883	591573	1416029
884	592117	1415059
885	592659	1414088
886	593252	1413238
887	593691	1412023
888	594196	1410965
889	594740	1410002
890	595223	1408895
891	595751	1407896
892	596166	1406632
893	596654	1405541
894	597192	1404569
895	597638	1403383
896	598172	1402404
897	598715	1401447
898	599311	1400616
899	599864	1399682
900	600362	1398624
901	600884	1397622
902	601323	1396429
903	601844	1395426
904	602345	1394379
905	602818	1393269
906	603409	1392431
907	604003	1391603
908	604468	1390477
909	604988	1389479
910	605412	1388261
911	606020	1387466
912	606767	1386991
913	607368	1386182
914	607970	1385376
915	608429	1384242
916	608863	1383056
917	609444	1382203
918	609927	1381130
919	610315	1379843
920	610907	1379020
921	611494	1378183
922	612062	1377306
923	612508	1376155
924	612937	1374968
925	613366	1373782
926	613826	1372667
927	614348	1371691
928	614762	1370477
929	615213	1369345
930	615640	1368164
931	616129	1367120
932	616560	1365949
933	617060	1364933
934	617457	1363689
935	617848	1362434
936	618390	1361516
937	619018	1360784
938	621188	1363440
939	622363	1363903
940	635031	1389510
941	635552	1388499
942	636118	1387587
943	636589	1386469
944	637298	1385870
945	637732	1384674
946	638154	1383455
947	638655	1382407
948	639198	1381451
949	639806	1380635
950	640187	1379330
951	640721	1378358
952	641333	1377555
953	641834	1376513
954	642287	1375368
955	642886	1374539
956	643470	1373678
957	643950	1372595
958	645322	1373413
959	646706	1374250
960	648051	1375001
961	648574	1374006
962	649222	1373278
963	649992	1372805
964	650660	1372117
965	651229	1371222
966	651591	1369891
967	652144	1368964
968	652646	1367930
969	653083	1366762
970	653513	1365580
971	654068	1364660
972	654518	1363524
973	655111	1362685
974	655469	1361359
975	656029	1360455
976	656660	1359696
977	657190	1358731
978	657709	1357744
979	658299	1356902
980	658738	1355753
981	659145	1354537
982	659659	1353543
983	660197	1352599
984	660706	1351598
985	661206	1350578
986	661692	1349529
987	662257	1348646
988	662677	1347466
989	663159	1346414
990	663788	1345661
991	664334	1344742
992	664838	1343737
993	665369	1342787
994	665973	1341987
995	666575	1341181
996	667053	1340129
997	667585	1339184
998	668008	1338023
999	668444	1336889
1000	668991	1335977
1001	669594	1335178
1002	670504	1334991
1003	670942	1333866
1004	671318	1332617
1005	672006	1331989
1006	673306	1332571
1007	673807	1331571
1008	674275	1330507
1009	674752	1329463
1010	675258	1328476
1011	675746	1327455
1012	676172	1326312
1013	676665	1325303
1014	677183	1324344
1015	677862	1323700
1016	678966	1323884
1017	679519	1322993
1018	680965	1323838
1019	682385	1324631
1020	683246	1324333
1021	683748	1323340
1022	684299	1322443
1023	684778	1321409
1024	685292	1320442
1025	685892	1319641
1026	686408	1318679
1027	686802	1317484
1028	687240	1316375
1029	687684	1315279
1030	688163	1314251
1031	688578	1313103
1032	689025	1312016
1033	689632	1311236
1034	690483	1310918
1035	692272	1312376
1036	693254	1312304
1037	694045	1311865
1038	695230	1312173
1039	696217	1312101
1040	697071	1311780
1041	697720	1311071
1042	698374	1310372
1043	699116	1309839
1044	699645	1308906
1045	700259	1308132
1046	701784	1309058
1047	702159	1307838
1048	702757	1307035
1049	703385	1306287
1050	704261	1306000
1051	704883	1305240
1052	705431	1304344
1053	705911	1303324
1054	706565	1302626
1055	707068	1301647
1056	707537	1300610
1057	707992	1299548
1058	708347	1298303
1059	708836	1297304
1060	709221	1296117
1061	709702	1295106
1062	710208	1294142
1063	710643	1293050
1064	711025	1291863
1065	711541	1290921
1066	712022	1289915
1067	712644	1289166
1068	713540	1288911
1069	714251	1288323
1070	715015	1287828
1071	715637	1287079
1072	716398	1286579
1073	716951	1285706
1074	717491	1284810
1075	717966	1283798
1076	718370	1282660
1077	718881	1281716
1078	719324	1280651
1079	719859	1279750
1080	720448	1278945
1081	720961	1278008
1082	721562	1277226
1083	721974	1276109
1084	722451	1275111
1085	723091	1274398
1086	723512	1273302
1087	723980	1272289
1088	724604	1271550
1089	725097	1270583
1090	725541	1269531
1091	725963	1268441
1092	726388	1267357
1093	726768	1266197
1094	727208	1265143
1095	727605	1264016
1096	728183	1263202
1097	728637	1262175
1098	729132	1261220
1099	729569	1260166
1100	730006	1259112
1101	730436	1258046
1102	730888	1257022
1103	731356	1256024
1104	731856	1255084
1105	732252	1253965
1106	732843	1253181
1107	733364	1252279
1108	733774	1251188
1109	734350	1250380
1110	734729	1249237
1111	735175	1248211
1112	735675	1247277
1113	736268	1246500
1114	736804	1245628
1115	737164	1244460
1116	737553	1243342
1117	738051	1242408
1118	738638	1241625
1119	739078	1240596
1120	739517	1239565
1121	740147	1238855
1122	740571	1237802
1123	740979	1236723
1124	741581	1235969
1125	742145	1235151
1126	742659	1234251
1127	743051	1233149
1128	743414	1232000
1129	743835	1230948
1130	744394	1230126
1131	744915	1229242
1132	745379	1228263
1133	745757	1227145
1134	746251	1226219
1135	746832	1225436
1136	747348	1224547
1137	747863	1223657
1138	748295	1222631
1139	748740	1221629
1140	749411	1220996
1141	750100	1220390
1142	750801	1219805
1143	752086	1220169
1144	753165	1220194
1145	753833	1219553
1146	764540	1235129
1147	789397	1273487
1148	809988	1304864
1149	827588	1331337
1150	842905	1354068
1151	843566	1353221
1152	844366	1352597
1153	845297	1352183
1154	845783	1351056
1155	846246	1349895
1156	846761	1348817
1157	847772	1348529
1158	848336	1347530
1159	848850	1346452
1160	849257	1345206
1161	850078	1344616
1162	850535	1343450
1163	851094	1342448
1164	852600	1342937
1165	853293	1342143
1166	853974	1341332
1167	854855	1340835
1168	855673	1340238
1169	856330	1339389
1170	856959	1338495
1171	857547	1337539
1172	858459	1337089
1173	859089	1336198
1174	867214	1346950
1175	871769	1352133
1176	872710	1351699
1177	874239	1352176
1178	875243	1351838
1179	876418	1351764
1180	883891	1361386
1181	885249	1361576
1182	886106	1360993
1183	886874	1360274
1184	888581	1360992
1185	890076	1361381
1186	891241	1361264
1187	894969	1365054
1188	896417	1365358
1189	898327	1366363
1190	899127	1365677
1191	900381	1365679
1192	901033	1364767
1193	901648	1363799
1194	902395	1363031
1195	903082	1362174
1196	903659	1361151
1197	904396	1360369
1198	905117	1359563
1199	905659	1358488
1200	906562	1357956
1201	907130	1356921
1202	908026	1356379
1203	909441	1356608
1204	910308	1356020
1205	912250	1357028
1206	912739	1355875
1207	913643	1355339
1208	915115	1355642
1209	915834	1354829
1210	916407	1353800
1211	916962	1352747
1212	917498	1351665
1213	917915	1350410
1214	918453	1349332
1215	918854	1348056
1216	919219	1346728
1217	919784	1345695
1218	920381	1344708
1219	921869	1345022
1220	922766	1344472
1221	924371	1344953
1222	925373	1344552
1223	926487	1344314
1224	927258	1343578
1225	927990	1342786
1226	928685	1341938
1227	929585	1341389
1228	930541	1340917
1229	931101	1339878
1230	931718	1338920
1231	932360	1337997
1232	933257	1337442
1233	934064	1336757
1234	934786	1335949
1235	935407	1334999
1236	936421	1334608
1237	936976	1333563
1238	937579	1332588
1239	938371	1331882
1240	939147	1331152
1241	939741	1330165
1242	940726	1329731
1243	941328	1328756
1244	942022	1327911
1245	942698	1327041
1246	943326	1326103
1247	943895	1325084
1248	944576	1324221
1249	945442	1323619
1250	946338	1323059
1251	947153	1322384
1252	947855	1321551
1253	948955	1321273
1254	949875	1320742
1255	951556	1321269
1256	953130	1321643
1257	955187	1322683
1258	955602	1321449
1259	957517	1322286
1260	958186	1321400
1261	958728	1320340
1262	959519	1319624
1263	960183	1318733
1264	960671	1317600
1265	969575	1327997
1266	970403	1327315
1267	972274	1328060
1268	972901	1327102
1269	973422	1326001
1270	973957	1324919
1271	974406	1323722
1272	975145	1322919
1273	975806	1322010
1274	976356	1320952
1275	976956	1319962
1276	977418	1318787
1277	978006	1317782
1278	978686	1316902
1279	979268	1315892
1280	980226	1315386
1281	980779	1314336
1282	983127	1315690
1283	988511	1321094
1284	991181	1322860
1285	992369	1322645
1286	993338	1322136
1287	994028	1321255
1288	994410	1319966
1289	995501	1319617
1290	995959	1318431
1291	996672	1317582
1292	997170	1316450
1293	997727	1315396
1294	998116	1314122
1295	998637	1313023
1296	999020	1311744
1297	999568	1310682
1298	1000161	1309680
1299	1000971	1308962
1300	1002033	1308573
1301	1002933	1307973
1302	1003863	1307411
1303	1004552	1306534
1304	1005444	1305922
1305	1006110	1305016
1306	1008338	1306133
1307	1008924	1305122
1308	1009788	1304471
1309	1010550	1303687
1310	1011286	1302870
1311	1011920	1301922
1312	1012518	1300928
1313	1013107	1299923
1314	1013691	1298912
1315	1014371	1298024
1316	1015076	1297170
1317	1015733	1296254
1318	1016545	1295537
1319	1017357	1294818
1320	1017898	1293755
1321	1018469	1292731
1322	1019182	1291889
1323	1019842	1290979
1324	1020531	1290105
1325	1021055	1289025
1326	1021694	1288089
1327	1022534	1287407
1328	1023054	1286322
1329	1023707	1285407
1330	1024301	1284417
1331	1024856	1283379
1332	1025356	1282272
1333	1026109	1281483
1334	1026692	1280481
1335	1027371	1279600
1336	1027854	1278475
1337	1028573	1277644
1338	1029293	1276816
1339	1030049	1276031
1340	1030787	1275224
1341	1031508	1274397
1342	1032283	1273635
1343	1033034	1272845
1344	1033710	1271963
1345	1034412	1271112
1346	1035168	1270329
1347	1035885	1269497
1348	1036547	1268598
1349	1037121	1267592
1350	1037739	1266641
1351	1038462	1265818
1352	1039128	1264925
1353	1039791	1264029
1354	1040409	1263080
1355	1041023	1262125
1356	1041565	1261084
1357	1042300	1260277
1358	1042752	1259128
1359	1043226	1258007
1360	1044050	1257309
1361	1044821	1256547
1362	1045388	1255539
1363	1046135	1254749
1364	1046929	1254014
1365	1047797	1253367
1366	1048293	1252276
1367	1048755	1251146
1368	1049339	1250163
1369	1050039	1249317
1370	1050615	1248324
1371	1051204	1247347
1372	1051869	1246462
1373	1052596	1245649
1374	1053225	1244720
1375	1053821	1243754
1376	1054548	1242943
1377	1055317	1242180
1378	1056043	1241368
1379	1056783	1240571
1380	1057442	1239680
1381	1058146	1238842
1382	1058866	1238023
1383	1059643	1237271
1384	1060330	1236414
1385	1061084	1235635
1386	1061762	1234768
1387	1062451	1233913
1388	1063349	1233301
1389	1064023	1232430
1390	1064742	1231610
1391	1065581	1230930
1392	1066342	1230160
1393	1066966	1229231
1394	1067641	1228362
1395	1068400	1227589
1396	1068934	1226558
1397	1069501	1225566
1398	1070102	1224613
1399	1070910	1223898
1400	1071550	1222990
1401	1072268	1222171
1402	1072828	1221173
1403	1073403	1220193
1404	1074108	1219361
1405	1074674	1218371
1406	1075292	1217442
1407	1075986	1216598
1408	1076756	1215840
1409	1077275	1214800
1410	1077846	1213818
1411	1078393	1212810
1412	1079029	1211903
1413	1079647	1210976
1414	1080276	1210062
1415	1080865	1209103
1416	1081651	1208365
1417	1082345	1207525
1418	1083037	1206682
1419	1083842	1205965
1420	1084560	1205152
1421	1085253	1204311
1422	1085840	1203351
1423	1086435	1202403
1424	1087102	1201534
1425	1087685	1200572
1426	1088248	1199590
1427	1088765	1198557
1428	1089454	1197714
1429	1090260	1196999
1430	1091003	1196215
1431	1091861	1195558
1432	1092567	1194733
1433	1093100	1193720
1434	1093735	1192819
1435	1094483	1192041
1436	1095131	1191155
1437	1095726	1190211
1438	1096471	1189431
1439	1097054	1188475
1440	1097766	1187659
1441	1098499	1186867
1442	1099218	1186059
1443	1099906	1185217
1444	1100657	1184444
1445	1101235	1183485
1446	1101980	1182706
1447	1102441	1181622
1448	1103066	1180714
1449	1103731	1179850
1450	1104453	1179047
1451	1105168	1178237
1452	1105678	1177209
1453	1106313	1176314
1454	1106960	1175432
1455	1107562	1174503
1456	1108268	1173684
1457	1108762	1172641
1458	1109506	1171864
1459	1110237	1171072
1460	1110883	1170191
1461	1111581	1169365
1462	1112306	1168568
1463	1113053	1167793
1464	1113645	1166857
1465	1114192	1165874
1466	1115036	1165201
1467	1115741	1164383
1468	1116460	1163581
1469	1117267	1162869
1470	1117791	1161865
1471	1118524	1161077
1472	1119063	1160088
1473	1119829	1159335
1474	1120555	1158540
1475	1121329	1157795
1476	1122002	1156946
1477	1122821	1156247
1478	1123521	1155426
