iter	MultiClass
119	0.9376960217
120	0.9361280049
121	0.9342088707
122	0.9330485476
123	0.932057171
124	0.9307962157
125	0.929574856
126	0.9285750282
127	0.9270889414
128	0.9261569582
129	0.9245897239
130	0.9236341868
131	0.922680919
132	0.9214943815
133	0.9203895393
134	0.9194617816
135	0.9180876737
136	0.9171946601
137	0.9162839614
138	0.9155082478
139	0.9140003287
140	0.9123520252
141	0.911067203
142	0.9103606642
143	0.9093411168
144	0.9080490172
145	0.9067983911
146	0.9057628021
147	0.9046743928
148	0.9033533398
149	0.9024676036
150	0.9017578565
151	0.9006551271
152	0.8993875986
153	0.8983176568
154	0.8972719732
155	0.8965288907
156	0.8953519
157	0.8944526261
158	0.8936998404
159	0.8929387599
160	0.8921949731
161	0.8910772975
162	0.8901694159
163	0.8892386065
164	0.887953706
165	0.8868626362
166	0.8861555496
167	0.8852291223
168	0.8843796169
169	0.8833141355
170	0.8824168962
171	0.8817760893
172	0.8806922186
173	0.879873075
174	0.8787594685
175	0.8775486728
176	0.876892372
177	0.8760579692
178	0.8753838268
179	0.8742512833
180	0.8733895706
181	0.8721765056
182	0.8713362339
183	0.8703972862
184	0.8697686084
185	0.8691877426
186	0.8683622605
187	0.8674197915
188	0.8665274822
189	0.8657909728
190	0.8648398961
191	0.8643784431
192	0.8635776887
193	0.8627635533
194	0.8618047296
195	0.8612538344
196	0.8606332947
197	0.859974255
198	0.8588683955
199	0.8581358771
200	0.8574585264
201	0.8567181044
202	0.8558631213
203	0.8550734788
204	0.8545037248
205	0.8539655847
206	0.8533511487
207	0.8525744178
208	0.8519296983
209	0.8512395925
210	0.8507066953
211	0.8501806842
212	0.8494775103
213	0.8485551521
214	0.8480343057
215	0.8471836265
216	0.8465470452
217	0.8458118662
218	0.84524579
219	0.8444262552
220	0.8438835764
221	0.8433670339
222	0.8427698917
223	0.8421875391
224	0.8413580662
225	0.8404032334
226	0.8397148491
227	0.8390968918
228	0.8386945192
229	0.8382447258
230	0.8375208151
231	0.8366994022
232	0.8359743176
233	0.8354640353
234	0.8349347377
235	0.8344165519
236	0.8339344403
237	0.8334380086
238	0.8329850851
239	0.8321592118
240	0.8316386002
241	0.8308985696
242	0.8302788907
243	0.8298130556
244	0.8292051928
245	0.8283765024
246	0.8275702704
247	0.8267790629
248	0.8260502222
249	0.825553634
250	0.8248761268
251	0.8245638225
252	0.8240188744
253	0.8235673595
254	0.8230807875
255	0.8226392106
256	0.8219438619
257	0.8213295042
258	0.8207466821
259	0.8203853136
260	0.8199789502
261	0.8194655377
262	0.8189800613
263	0.818479404
264	0.8177462595
265	0.817336453
266	0.8166830475
267	0.8162282459
268	0.8157850257
269	0.8151122918
270	0.8146761143
271	0.8139838957
272	0.8135063228
273	0.8126568956
274	0.8119570083
275	0.811257434
276	0.8105949512
277	0.8099855234
278	0.8096414486
279	0.8090853888
280	0.8085831664
281	0.8080088738
282	0.80742613
283	0.8070519281
284	0.8063944535
285	0.8060826186
286	0.8055558251
287	0.8052395299
288	0.8048359835
289	0.8041354701
290	0.8036560974
291	0.802979764
292	0.8026018061
293	0.802200842
294	0.8016745962
295	0.8011922499
296	0.8006579442
297	0.8001875704
298	0.7994577125
299	0.7989118255
300	0.7985627426
301	0.7981466758
302	0.7976609647
303	0.7973243239
304	0.7969408883
305	0.7965043978
306	0.7961498372
307	0.7955227244
308	0.7949395111
309	0.7944622512
310	0.7940799111
311	0.7935492832
312	0.7932048172
313	0.7927999405
314	0.7922503756
315	0.7916979936
316	0.7911498372
317	0.7909236102
318	0.7904893108
319	0.7901588519
320	0.7896380055
321	0.7891524509
322	0.7888019594
323	0.7881814198
324	0.7875726963
325	0.7871898867
326	0.7865283429
327	0.7860002974
328	0.7855668586
329	0.7852137849
330	0.7848571898
331	0.7844412013
332	0.7839615938
333	0.7836019469
334	0.7832639758
335	0.7827446163
336	0.782408132
337	0.7820874546
338	0.7816344529
339	0.7812566514
340	0.7807181201
341	0.7801934393
342	0.7795618662
343	0.7790233348
344	0.7786978058
345	0.7783047452
346	0.7778271723
347	0.7774768374
348	0.7771139038
349	0.7767928352
350	0.7763602573
351	0.7759193846
352	0.7753842181
353	0.775025745
354	0.7746478653
355	0.7742502661
356	0.7736998404
357	0.7734808908
358	0.7731039502
359	0.7726611212
360	0.7723618067
361	0.7720106892
362	0.7717168524
363	0.7713654219
364	0.7708461406
365	0.7704232659
366	0.7700747308
367	0.7697503756
368	0.7693941718
369	0.76883999
370	0.7683088926
371	0.7677405471
372	0.7675845123
373	0.7671556122
374	0.766812633
375	0.7664155033
376	0.7661233098
377	0.7657854169
378	0.7654141104
379	0.7651065794
380	0.7646599161
381	0.7642857925
382	0.7639084606
383	0.7635984256
384	0.7631422155
385	0.7627447728
386	0.7621203205
387	0.761830318
388	0.7615018155
389	0.7611791035
390	0.760660683
391	0.7603209121
392	0.7601025103
393	0.759717901
394	0.7593555935
395	0.7590272474
396	0.7585199387
397	0.7582023131
398	0.7577392169
399	0.7572279172
400	0.7569152216
401	0.7564384312
402	0.7561310567
403	0.7558286121
404	0.7553814793
405	0.7550841211
406	0.7547959966
407	0.7544154564
408	0.753913547
409	0.7534139852
410	0.7531053587
411	0.7528295198
412	0.7523917773
413	0.7520942626
414	0.7517040973
415	0.7513264524
416	0.7510659509
417	0.7508513052
418	0.7506126362
419	0.7503632465
420	0.7500780174
421	0.7498221328
422	0.7493085639
423	0.7489597158
424	0.7485449793
425	0.748150745
426	0.7477282616
427	0.7474060974
428	0.7470323651
429	0.74654728
430	0.7460384062
431	0.7456226524
432	0.7450934331
433	0.7446396488
434	0.7443612276
435	0.7440605046
436	0.7436989796
437	0.7432251628
438	0.7428139477
439	0.7425892857
440	0.742272208
441	0.7418275009
442	0.7415200482
443	0.7411385689
444	0.7407253975
445	0.7404847721
446	0.7400669838
447	0.7396008357
448	0.7391421998
449	0.7388546231
450	0.7385211907
451	0.7382466821
452	0.738008013
453	0.7377119851
454	0.7373895862
455	0.7370437899
456	0.7367109835
457	0.7364815481
458	0.7362183861
459	0.73585154
460	0.7355120039
461	0.7351939089
462	0.7348141511
463	0.7344772756
464	0.7342110617
465	0.7339505603
466	0.7337669807
467	0.7333684425
468	0.7330073088
469	0.7325579066
470	0.732264774
471	0.7319836922
472	0.7315145706
473	0.7310904438
474	0.7308086578
475	0.7304844591
476	0.7301018061
477	0.7298447477
478	0.7294860398
479	0.7292540222
480	0.7288198009
481	0.7285939652
482	0.7282321272
483	0.7279143452
484	0.727600241
485	0.7274024196
486	0.7270309566
487	0.7267439276
488	0.7264334231
489	0.72605077
490	0.7256375986
491	0.725345405
492	0.725073557
493	0.7247054589
494	0.7244998904
495	0.7242335983
496	0.7238815419
497	0.7235685332
498	0.7232193721
499	0.7228496306
500	0.7225833386
501	0.7222079629
502	0.7217527701
503	0.7215753725
504	0.7213088456
505	0.7210776887
506	0.7207887035
507	0.7205363403
508	0.7202947759
509	0.7198881777
510	0.719575169
511	0.7193240578
512	0.719011284
513	0.7187981251
514	0.7185650119
515	0.7182117816
516	0.7179084763
517	0.7176502441
518	0.7172698604
519	0.7170185145
520	0.7166888381
521	0.7164859303
522	0.7162374014
523	0.7160216602
524	0.7156556748
525	0.7152575279
526	0.7149128271
527	0.7146597596
528	0.7143887724
529	0.7141299142
530	0.713903609
531	0.7136612621
532	0.7132660886
533	0.7129296826
534	0.7127346
535	0.7124735508
536	0.7122958401
537	0.7118990234
538	0.7115299862
539	0.7111449856
540	0.7108811193
541	0.7104458808
542	0.710200169
543	0.7099419369
544	0.7097046763
545	0.7094669463
546	0.7092251471
547	0.7088676912
548	0.7084581194
549	0.7082594372
550	0.7079486979
551	0.7077071335
552	0.7073077344
553	0.7070058376
554	0.7066339051
555	0.7062970295
556	0.705986838
557	0.7057196069
558	0.7054080068
559	0.7052086203
560	0.7050137724
561	0.7046973206
562	0.7043172499
563	0.7040715381
564	0.7037116564
565	0.7034326092
566	0.7031953487
567	0.7028979905
568	0.7025846688
569	0.7023759703
570	0.7020898804
571	0.701830318
572	0.7016389915
573	0.7013302867
574	0.7010174346
575	0.7007048172
576	0.7003436052
577	0.7000811475
578	0.6998707274
579	0.699611791
580	0.6992707681
581	0.6988494585
582	0.6985851227
583	0.6983014586
584	0.6980799268
585	0.6977029861
586	0.6973092212
587	0.6970977839
588	0.6968217885
589	0.6964340491
590	0.6961783993
591	0.695942469
592	0.6955767184
593	0.6952320177
594	0.6949311381
595	0.6946036528
596	0.6943785213
597	0.6940811631
598	0.6936866158
599	0.6935103919
600	0.6933033367
601	0.6929900933
602	0.6926715287
603	0.6924787937
604	0.6921956774
605	0.6920172624
606	0.6916936115
607	0.6915196569
608	0.6912658069
609	0.6909506072
610	0.6906614655
611	0.6902736478
612	0.6900496119
613	0.6896774446
614	0.689400745
615	0.6889920339
616	0.6887734756
617	0.6885359021
618	0.6882404219
619	0.6880672499
620	0.6877883592
621	0.6874760548
622	0.6871702454
623	0.686957869
624	0.6866543289
625	0.6864102604
626	0.6862089176
627	0.6859110899
628	0.6856044979
629	0.685210107
630	0.6850556373
631	0.6846800269
632	0.6844474615
633	0.684222017
634	0.6838332603
635	0.6835596907
636	0.6832992676
637	0.6829709997
638	0.6826571303
639	0.6824032021
640	0.6821594466
641	0.6819626424
642	0.6817042538
643	0.681474662
644	0.6812913954
645	0.6810096876
646	0.6808213347
647	0.6805283586
648	0.6802583104
649	0.6800484381
650	0.6797801114
651	0.6794430794
652	0.6792070709
653	0.6788888193
654	0.6786251878
655	0.6783933267
656	0.6781786027
657	0.6778542475
658	0.6776832666
659	0.6774182265
660	0.6771125736
661	0.6769276637
662	0.6765743552
663	0.6763547796
664	0.6761528108
665	0.6759608583
666	0.6757257105
667	0.6755779705
668	0.6752132371
669	0.6749021065
670	0.6747054589
671	0.6744386973
672	0.6742156004
673	0.6738878021
674	0.6736973363
675	0.6734650056
676	0.6731275041
677	0.672881714
678	0.6727303744
679	0.6725296576
680	0.6721984944
681	0.6718712439
682	0.6717080881
683	0.6714151903
684	0.671079645
685	0.6708895706
686	0.6706566139
687	0.6704891543
688	0.6701429667
689	0.6698561725
690	0.6695119413
691	0.6693074684
692	0.6689821742
693	0.6687407662
694	0.6683979435
695	0.6682098253
696	0.6679008858
697	0.6677680919
698	0.6675643233
699	0.6671985727
700	0.6670194535
701	0.6667296857
702	0.6664991549
703	0.6662233943
704	0.6659399649
705	0.6656670214
706	0.6654467416
707	0.6652086203
708	0.6649576656
709	0.6646614812
710	0.6644800927
711	0.6641684143
712	0.6639385095
713	0.6637942907
714	0.6635762802
715	0.6633268906
716	0.6631447978
717	0.6629379773
718	0.6626857706
719	0.6623762051
720	0.6621700889
721	0.6619120915
722	0.6616510423
723	0.6615143358
724	0.661275745
725	0.6610633686
726	0.6608739201
727	0.6605860304
728	0.6604346907
729	0.6601470358
730	0.6598636065
731	0.6597022505
732	0.6595530237
733	0.6594362714
734	0.6591431389
735	0.6588321648
736	0.6585878615
737	0.6583941874
738	0.658142998
739	0.6579144234
740	0.6576797452
741	0.6574327031
742	0.6572211093
743	0.6568652185
744	0.6566287405
745	0.6562775839
746	0.6561572712
747	0.6559028343
748	0.6557182374
749	0.6554627833
750	0.6552936412
751	0.6551232472
752	0.6547837502
753	0.6546465741
754	0.6543159587
755	0.654108747
756	0.6539295105
757	0.6536334434
758	0.6534247449
759	0.6532132684
760	0.6529584012
761	0.6527009124
762	0.6524356767
763	0.652104631
764	0.6518401387
765	0.6517015932
766	0.6514265369
767	0.6512592338
768	0.6510666161
769	0.6507942594
770	0.6505929949
771	0.65029325
772	0.6499874405
773	0.6498321882
774	0.6496941514
775	0.6495415988
776	0.6493047296
777	0.6490784243
778	0.6487725757
779	0.6484830428
780	0.6482955506
781	0.6480966336
782	0.6479556232
783	0.6477040034
784	0.6474127488
785	0.6472069848
786	0.6470122934
787	0.6468214364
788	0.6466248278
789	0.6463246134
790	0.6461194363
791	0.6459460686
792	0.6457456648
793	0.6455561772
794	0.6452376909
795	0.6449651387
796	0.6446876956
797	0.6444653421
798	0.6443232362
799	0.6439514993
800	0.6436195928
801	0.6433501315
802	0.6431642826
803	0.6430091086
804	0.6428490046
805	0.6426569347
806	0.6424354028
807	0.6421363231
808	0.6418645925
809	0.6416842212
810	0.64151594
811	0.6412503521
812	0.6410875094
813	0.6407859256
814	0.640641746
815	0.6403584731
816	0.6401520831
817	0.6398706883
818	0.6396083871
819	0.6394501612
820	0.6393114201
821	0.639131088
822	0.6389795918
823	0.6387170167
824	0.6385363325
825	0.6382590068
826	0.6380998811
827	0.6378777232
828	0.637700482
829	0.6375703096
830	0.637283085
831	0.6371094826
832	0.6369030143
833	0.6367842666
834	0.6364832697
835	0.636169948
836	0.6359558893
837	0.6356590397
838	0.635489702
839	0.6353165691
840	0.6350201891
841	0.6346873826
842	0.6344149477
843	0.6342926005
844	0.6341616846
845	0.63390983
846	0.6337743755
847	0.6335031927
848	0.6333347549
849	0.6331230828
850	0.6329058548
851	0.6327337783
852	0.6325910855
853	0.6323517513
854	0.6321407052
855	0.6319373278
856	0.6317656426
857	0.6314753662
858	0.6313052069
859	0.6311389211
860	0.6308695771
861	0.6306687038
862	0.6303791708
863	0.6301793148
864	0.6298976853
865	0.6296083479
866	0.6293866596
867	0.6292442015
868	0.6290239608
869	0.6287130259
870	0.6285539783
871	0.6284225147
872	0.6282297405
873	0.6279787467
874	0.6277152717
875	0.6274963221
876	0.6272938056
877	0.6271509954
878	0.6269734803
879	0.6268007387
880	0.6265716946
881	0.6263137364
882	0.6260888788
883	0.6259531504
884	0.6257918727
885	0.6255752708
886	0.6254588315
887	0.6252151543
888	0.6250466774
889	0.6248888819
890	0.6246625376
891	0.6245527107
892	0.6242708464
893	0.6240967353
894	0.6237951515
895	0.6235853575
896	0.6233666818
897	0.6231807547
898	0.6230124343
899	0.6228725585
900	0.6226003975
901	0.6223906035
902	0.6221319018
903	0.6219522349
904	0.6216075341
905	0.6214318189
906	0.6212142779
907	0.6209823776
908	0.6207989546
909	0.6206714818
910	0.6204593011
911	0.6203034619
912	0.6200042256
913	0.6198166552
914	0.6196135126
915	0.6194821272
916	0.619337126
917	0.6191783132
918	0.6190204786
919	0.6188184706
920	0.6186980797
921	0.6185467791
922	0.6183336203
923	0.6180572728
924	0.6179048375
925	0.6176848316
926	0.6173785918
927	0.6172071022
928	0.6170082634
929	0.6168803211
930	0.616695646
931	0.6165266214
932	0.6163019594
933	0.6160309331
934	0.6158927789
935	0.6156806373
936	0.6153781144
937	0.6152129633
938	0.6150032475
939	0.614874953
940	0.6147180575
941	0.6145263397
942	0.6143737088
943	0.6140961876
944	0.6139558032
945	0.6137797358
946	0.613646668
947	0.6133761112
948	0.6132581852
949	0.6130724145
950	0.6129405597
951	0.6127373779
952	0.6124782459
953	0.6122394986
954	0.6120738779
955	0.6119058705
956	0.6116535855
957	0.611440857
958	0.6112079786
959	0.6110137176
960	0.6108747809
961	0.6107369788
962	0.6104938885
963	0.6102204755
964	0.6100379132
965	0.6098389962
966	0.6097355077
967	0.6094440967
968	0.609311381
969	0.6091354701
970	0.6089552163
971	0.6087552038
972	0.6085581648
973	0.6083394109
974	0.60821096
975	0.6080870086
976	0.6078697806
977	0.607661356
978	0.6073868474
979	0.6071550645
980	0.6070105719
981	0.6067436929
982	0.606601587
983	0.6064159728
984	0.6062070004
985	0.6059966978
986	0.6058653906
987	0.6056506276
988	0.6054739342
989	0.6052512286
990	0.6049853668
991	0.604751745
992	0.6045897631
993	0.6044160824
994	0.6042895878
995	0.6040296732
996	0.6038866674
997	0.6036318392
998	0.6034225538
999	0.6031167053
1000	0.6029629398
1001	0.6028298329
1002	0.6025882293
1003	0.6024278124
1004	0.6022848848
1005	0.602122942
1006	0.6018519939
1007	0.6015927445
1008	0.601421607
1009	0.6012777013
1010	0.6009625798
1011	0.6007973113
1012	0.6006161575
1013	0.6004029986
1014	0.6001657381
1015	0.5999197915
1016	0.599804174
1017	0.5996856219
1018	0.5995022771
1019	0.599260478
1020	0.5991090992
1021	0.5988309127
1022	0.5985575388
1023	0.5984031082
1024	0.5982912076
1025	0.5981291082
1026	0.5980136863
1027	0.5978483786
1028	0.5977543195
1029	0.5974854842
1030	0.5972736165
1031	0.59714094
1032	0.5968960107
1033	0.5966318705
1034	0.5963648742
1035	0.5962147474
1036	0.595992433
1037	0.5958507575
1038	0.5956211656
1039	0.5954822289
1040	0.5953468918
1041	0.5952028296
1042	0.5950416301
1043	0.5948965898
1044	0.5947303039
1045	0.5945420684
1046	0.5942973347
1047	0.5941697837
1048	0.5940108536
1049	0.5939020048
1050	0.5936800817
1051	0.5935229514
1052	0.5933829191
1053	0.5932409306
1054	0.5929968621
1055	0.5928497872
1056	0.5926680856
1057	0.5924064495
1058	0.5922054589
1059	0.5920459418
1060	0.5919093136
1061	0.5917495618
1062	0.5915988481
1063	0.5914087736
1064	0.5912230421
1065	0.5911141151
1066	0.5909349568
1067	0.5907469169
1068	0.5906151011
1069	0.5904763209
1070	0.5902267356
1071	0.5900973457
1072	0.5900318486
1073	0.5897597659
1074	0.5895924236
1075	0.5894017231
1076	0.589233481
1077	0.5891001393
1078	0.5888177664
1079	0.5886933454
1080	0.5885503396
1081	0.5884276402
1082	0.5883032193
1083	0.5881811851
1084	0.5880156426
1085	0.5877777952
1086	0.5875268796
1087	0.5872666521
1088	0.5871295934
1089	0.5869479701
1090	0.5866978762
1091	0.5864470781
1092	0.5861875939
1093	0.5859486118
1094	0.5858309988
1095	0.5855582118
1096	0.5853834356
1097	0.5852055684
1098	0.5850426083
1099	0.5848932249
1100	0.5847777639
1101	0.5846199684
1102	0.5844018014
1103	0.5841766699
1104	0.5840163704
1105	0.5839099865
1106	0.5836813337
1107	0.583528429
1108	0.5833258342
1109	0.5831363074
1110	0.5829673219
1111	0.5827410167
1112	0.5825668665
1113	0.5823031958
1114	0.5821536951
1115	0.5820777905
1116	0.5819651074
1117	0.5818609146
1118	0.5816104294
1119	0.5814890995
1120	0.5812838049
1121	0.581123075
1122	0.5809993583
1123	0.5807480906
1124	0.5804632528
1125	0.5802568627
1126	0.5800309487
1127	0.5798608677
1128	0.579733121
1129	0.5794523914
1130	0.5793448338
1131	0.5792502269
1132	0.5789866345
1133	0.5788864718
1134	0.5786202188
1135	0.5784717744
1136	0.5782363528
1137	0.5781156489
1138	0.5779841852
1139	0.5778916521
1140	0.5777619491
1141	0.5775298923
1142	0.5772671607
1143	0.5771580381
1144	0.5769327501
1145	0.5767037451
1146	0.5764936381
1147	0.5763695693
1148	0.5761685786
1149	0.576047366
1150	0.5759440341
1151	0.5757835389
1152	0.5755285933
1153	0.5753865265
1154	0.5753012317
1155	0.5751476227
1156	0.5750183893
1157	0.5747690779
1158	0.5745822117
1159	0.5744649117
1160	0.574358254
1161	0.5741476775
1162	0.5739074042
1163	0.5736787123
1164	0.5734002128
1165	0.5731906927
1166	0.5730516777
1167	0.5727917632
1168	0.5725567719
1169	0.5723758921
1170	0.5721718104
1171	0.5719770799
1172	0.5717009281
1173	0.5714509515
1174	0.5712517607
1175	0.5711182234
1176	0.5709086641
1177	0.5707717619
1178	0.570628404
1179	0.570533445
1180	0.5703088613
1181	0.5701863184
1182	0.5699390807
1183	0.569855077
1184	0.5696653546
1185	0.5695654266
1186	0.5694458573
1187	0.5691898945
1188	0.5690477103
1189	0.5689110038
1190	0.5687777013
1191	0.5686651355
1192	0.5685639164
1193	0.56841019
1194	0.5681926881
1195	0.5680830177
1196	0.567874867
1197	0.5677826468
1198	0.567634985
1199	0.5675385001
1200	0.5674030064
1201	0.5671972815
1202	0.5669903046
1203	0.566873748
1204	0.5667544525
1205	0.5665421153
1206	0.5662848222
1207	0.566121823
1208	0.5659911419
1209	0.5658755634
1210	0.5657564636
1211	0.5655067219
1212	0.5653788578
1213	0.5652513068
1214	0.5651497746
1215	0.5649004241
1216	0.5647202094
1217	0.5646080741
1218	0.5644266073
1219	0.5642416192
1220	0.5641011566
1221	0.5639560771
1222	0.5638671435
1223	0.5636980406
1224	0.5634357393
1225	0.5632600241
1226	0.5629978402
1227	0.5627666051
1228	0.5626168696
1229	0.5623877864
1230	0.5622451327
1231	0.5621661372
1232	0.5620297828
1233	0.5618450294
1234	0.5617037451
1235	0.5615675081
1236	0.5613069676
1237	0.5611917804
1238	0.5610318721
1239	0.5609312398
1240	0.5607791959
1241	0.5606750814
1242	0.5604778859
1243	0.560315904
1244	0.5600999671
1245	0.560007434
1246	0.5599035933
1247	0.5597779204
1248	0.5595924236
1249	0.55933963
1250	0.5591001393
1251	0.5588936318
1252	0.5587495696
1253	0.5585643859
1254	0.5584034212
1255	0.5582568549
1256	0.558125
1257	0.5579151668
1258	0.5578163344
1259	0.557708229
1260	0.5575897161
1261	0.5574713206
1262	0.5572922796
1263	0.5571446569
1264	0.5569238685
1265	0.5567042147
1266	0.556545441
1267	0.5563588879
1268	0.5562154908
1269	0.5559728309
1270	0.5558830365
1271	0.5557514164
1272	0.5556120493
1273	0.5554789815
1274	0.5552733739
1275	0.5551527482
1276	0.5549960091
1277	0.5548551553
1278	0.5547341383
1279	0.5546353449
1280	0.5545060332
1281	0.554275385
1282	0.5540935661
1283	0.5539404266
1284	0.5538188619
1285	0.5536717087
1286	0.5534270533
1287	0.5533124922
1288	0.5532422609
1289	0.5531201875
1290	0.5529634093
1291	0.5528141433
1292	0.5526159697
1293	0.5523820349
1294	0.5521815137
1295	0.5520524368
1296	0.5518196366
1297	0.5516883686
1298	0.5515278734
1299	0.5513912451
1300	0.5512675285
1301	0.55114076
1302	0.5509103856
1303	0.5507996588
1304	0.5506046544
1305	0.5504252222
1306	0.5501924612
1307	0.5500235148
1308	0.5498486603
1309	0.5497737339
1310	0.5496088175
1311	0.549453213
1312	0.5492699856
1313	0.5490329598
1314	0.5488686303
1315	0.5486605578
1316	0.5485103919
1317	0.5483971219
1318	0.5483075232
1319	0.5481733207
1320	0.5480780096
1321	0.5479039768
1322	0.5476921091
1323	0.5474792632
1324	0.5473512426
1325	0.5471162123
1326	0.5469415926
1327	0.5468354827
1328	0.5466286622
1329	0.5465309644
1330	0.5464362793
1331	0.5463385814
1332	0.5462186209
1333	0.5461390776
1334	0.5459453252
1335	0.5457004742
1336	0.5456092713
1337	0.5453677069
1338	0.5451133483
1339	0.5449945615
1340	0.5449319597
1341	0.5447382857
1342	0.5445672656
1343	0.5443787561
1344	0.5442168915
1345	0.544050097
1346	0.5438630744
1347	0.5437551255
1348	0.5436375516
1349	0.5434066686
1350	0.5432951202
1351	0.5432078299
1352	0.5431008592
1353	0.5429573056
1354	0.5428559691
1355	0.5426224255
1356	0.5424685426
1357	0.542332423
1358	0.5422466195
1359	0.5421006792
1360	0.5420048986
1361	0.541893624
1362	0.5418039862
1363	0.5416827736
1364	0.5414754445
1365	0.541384985
1366	0.541292217
1367	0.5411610273
1368	0.5410063228
1369	0.5408697336
1370	0.5407660495
1371	0.5405429526
1372	0.5404235007
1373	0.5402996275
1374	0.5400990281
1375	0.5398641934
1376	0.5397714646
1377	0.5396219247
1378	0.5394849052
1379	0.5394021144
1380	0.5392239733
1381	0.5389894907
1382	0.5388909713
1383	0.5387579817
1384	0.5385456054
1385	0.5384344482
1386	0.5383086578
1387	0.5380882215
1388	0.537976047
1389	0.5378099177
1390	0.5376763021
1391	0.5374797327
1392	0.5373243239
1393	0.5371574903
1394	0.5370689089
1395	0.5369406536
1396	0.536843973
1397	0.5366855515
1398	0.5365959137
1399	0.5364758357
1400	0.536284744
1401	0.5360893874
1402	0.5359339395
1403	0.5357989546
1404	0.5356441327
1405	0.5355184597
1406	0.5353202861
1407	0.5351941827
1408	0.5350525463
1409	0.534841735
1410	0.5347587095
1411	0.534646222
1412	0.5345274743
1413	0.5343687398
1414	0.5341688838
1415	0.5340676255
1416	0.5339624546
1417	0.5338634265
1418	0.5337458526
1419	0.5335473269
1420	0.5334172327
1421	0.5332158508
1422	0.5330406833
1423	0.5329400901
1424	0.5327218449
1425	0.5324823933
1426	0.5323810176
1427	0.5322326906
1428	0.5321600726
1429	0.5319571648
1430	0.5317402107
1431	0.5315509969
1432	0.5314300973
1433	0.5312300457
1434	0.531123388
1435	0.5309714614
1436	0.5307899947
1437	0.5306470671
1438	0.5304238919
1439	0.530318408
1440	0.5302016167
1441	0.5300886206
1442	0.529976094
1443	0.5298756964
1444	0.5296572947
1445	0.529509359
1446	0.5292861838
1447	0.5292129789
1448	0.5291127379
1449	0.5289071695
1450	0.5287900651
1451	0.5286371995
1452	0.5284871901
1453	0.5283846798
1454	0.5282929683
1455	0.5281817719
1456	0.5281046936
1457	0.5279787858
1458	0.5278686459
1459	0.5277625751
1460	0.5276682813
1461	0.5275632277
1462	0.5273394266
1463	0.5271078393
1464	0.5269946084
1465	0.5268882637
1466	0.5267721375
1467	0.5266866862
1468	0.526580185
1469	0.5264126862
1470	0.5263095108
1471	0.526109733
1472	0.5260328503
1473	0.5259579629
1474	0.5258480187
1475	0.5257727792
1476	0.5256702297
1477	0.525474482
1478	0.525336093
1479	0.5251698463
1480	0.5250208933
1481	0.5249070756
1482	0.5247852369
1483	0.5246289674
1484	0.5244668289
1485	0.5243984756
1486	0.5242705725
1487	0.5241641496
1488	0.524053501
1489	0.5239649587
1490	0.5238072806
1491	0.5236769907
1492	0.5235042882
1493	0.5233275557
1494	0.5231253913
1495	0.5229844591
1496	0.5228113262
1497	0.5227223926
1498	0.5225808736
1499	0.5223780049
1500	0.5222601571
1501	0.5221122605
1502	0.5219701155
1503	0.5217877488
1504	0.521637896
1505	0.5214463347
1506	0.5213097455
1507	0.5212149822
1508	0.5210370759
1509	0.5208236431
1510	0.5206965616
1511	0.5205627895
1512	0.5203387927
1513	0.520144297
1514	0.5200597847
1515	0.5198213112
1516	0.519677249
1517	0.5195141715
1518	0.5192884922
